Recording,Pipeline,Latency,Error,MinError,MaxSpeed,MeanSpeed,DlydReps
Synthetic_medium_241013_185907_v5,spinnaker,9,3.574,1.976,0.254,0.227,0.0445
Synthetic_medium_241013_185907_v5,gpu,19,4.352,0.841,0.249,0.231,0.0
Synthetic_medium_241013_185907_v6,spinnaker,8,2.357,0.895,0.258,0.235,0.0095
Synthetic_medium_241013_185907_v6,gpu,19,4.354,0.842,0.248,0.234,0.0
Synthetic_medium_241013_185907_v7,spinnaker,9,2.674,1.14,0.256,0.234,0.0145
Synthetic_medium_241013_185907_v7,gpu,19,4.362,0.809,0.256,0.23,0.0
Synthetic_medium_241013_185907_v8,spinnaker,9,2.579,0.912,0.256,0.24,0.0
Synthetic_medium_241013_185907_v8,gpu,19,4.593,0.841,0.259,0.239,0.0
Synthetic_medium_241013_185907_v9,spinnaker,9,2.475,0.9,0.256,0.231,0.0
Synthetic_medium_241013_185907_v9,gpu,19,4.567,0.817,0.267,0.241,0.0
Synthetic_medium_241013_185907_v10,spinnaker,10,2.953,1.272,0.265,0.237,0.002
Synthetic_medium_241013_185907_v10,gpu,19,4.608,0.852,0.257,0.24,0.0
Synthetic_medium_241013_190750_v1,spinnaker,8,2.423,1.02,0.263,0.241,0.001
Synthetic_medium_241013_190750_v1,gpu,19,4.721,0.832,0.277,0.247,0.0
Synthetic_medium_241013_190750_v2,spinnaker,9,2.367,0.783,0.273,0.237,0.0045
Synthetic_medium_241013_190750_v2,gpu,19,4.689,0.849,0.263,0.246,0.0
Synthetic_medium_241013_190750_v3,spinnaker,9,2.748,1.042,0.289,0.241,0.009
Synthetic_medium_241013_190750_v3,gpu,19,4.617,0.852,0.271,0.246,0.0
Synthetic_medium_241013_190750_v4,spinnaker,9,2.607,0.871,0.267,0.243,0.0045
Synthetic_medium_241013_190750_v4,gpu,19,4.722,0.835,0.264,0.245,0.0
Synthetic_medium_241013_190750_v5,spinnaker,9,2.927,1.378,0.27,0.247,0.0265
Synthetic_medium_241013_190750_v5,gpu,19,4.734,0.859,0.269,0.25,0.0
Synthetic_medium_241013_190750_v6,spinnaker,9,2.61,0.871,0.271,0.246,0.0025
Synthetic_medium_241013_190750_v6,gpu,19,4.583,0.811,0.273,0.24,0.0
Synthetic_medium_241013_190750_v7,spinnaker,9,2.452,0.883,0.264,0.244,0.0
Synthetic_medium_241013_190750_v7,gpu,19,4.603,0.86,0.262,0.24,0.0
Synthetic_medium_241013_190750_v8,spinnaker,9,2.82,1.052,0.298,0.251,0.0035
Synthetic_medium_241013_190750_v8,gpu,19,4.652,0.851,0.264,0.244,0.0
Synthetic_medium_241013_190750_v9,spinnaker,9,2.737,0.958,0.266,0.244,0.0075
Synthetic_medium_241013_190750_v9,gpu,19,4.701,0.853,0.269,0.248,0.0
Synthetic_medium_241013_190750_v10,spinnaker,9,2.726,1.016,0.268,0.246,0.0
Synthetic_medium_241013_190750_v10,gpu,19,4.746,0.879,0.277,0.25,0.0
Synthetic_medium_241013_191629_v1,spinnaker,9,2.85,0.952,0.283,0.263,0.0105
Synthetic_medium_241013_191629_v1,gpu,18,4.637,0.848,0.27,0.25,0.0
Synthetic_medium_241013_191629_v2,spinnaker,9,2.901,1.108,0.29,0.26,0.0065
Synthetic_medium_241013_191629_v2,gpu,19,5.005,0.873,0.309,0.262,0.0
Synthetic_medium_241013_191629_v3,spinnaker,9,2.961,1.243,0.277,0.25,0.0115
Synthetic_medium_241013_191629_v3,gpu,19,4.807,0.854,0.274,0.252,0.0
Synthetic_medium_241013_191629_v4,spinnaker,9,3.111,1.347,0.272,0.251,0.015
Synthetic_medium_241013_191629_v4,gpu,19,4.698,0.877,0.268,0.249,0.0
Synthetic_medium_241013_191629_v5,spinnaker,9,2.705,0.9,0.28,0.259,0.0
Synthetic_medium_241013_191629_v5,gpu,19,4.759,0.859,0.279,0.25,0.0
Synthetic_medium_241013_191629_v6,spinnaker,9,2.729,1.006,0.278,0.258,0.0125
Synthetic_medium_241013_191629_v6,gpu,19,4.624,0.866,0.293,0.247,0.0
Synthetic_medium_241013_191629_v7,spinnaker,9,2.648,0.828,0.284,0.259,0.0
Synthetic_medium_241013_191629_v7,gpu,19,4.878,0.887,0.281,0.261,0.0
Synthetic_medium_241013_191629_v8,spinnaker,9,3.657,1.836,0.285,0.263,0.0465
Synthetic_medium_241013_191629_v8,gpu,19,4.908,0.882,0.289,0.259,0.0
Synthetic_medium_241013_191629_v9,spinnaker,9,3.274,1.443,0.281,0.261,0.0225
Synthetic_medium_241013_191629_v9,gpu,19,4.622,0.824,0.273,0.245,0.0
Synthetic_medium_241013_191629_v10,spinnaker,9,2.656,0.893,0.268,0.25,0.0025
Synthetic_medium_241013_191629_v10,gpu,19,4.903,0.859,0.279,0.261,0.0
Synthetic_medium_241013_192508_v1,spinnaker,9,2.821,1.127,0.288,0.257,0.005
Synthetic_medium_241013_192508_v1,gpu,19,5.054,0.924,0.308,0.267,0.0
Synthetic_medium_241013_192508_v2,spinnaker,9,3.196,1.431,0.303,0.259,0.0135
Synthetic_medium_241013_192508_v2,gpu,19,4.962,0.892,0.293,0.264,0.0
Synthetic_medium_241013_192508_v3,spinnaker,9,2.579,0.838,0.307,0.261,0.006
Synthetic_medium_241013_192508_v3,gpu,19,5.0,0.872,0.293,0.266,0.0
Synthetic_medium_241013_192508_v4,spinnaker,9,2.899,1.031,0.288,0.262,0.003
Synthetic_medium_241013_192508_v4,gpu,19,4.904,0.887,0.304,0.264,0.0
Synthetic_medium_241013_192508_v5,spinnaker,9,3.052,1.118,0.311,0.26,0.0045
Synthetic_medium_241013_192508_v5,gpu,19,5.272,0.879,0.327,0.274,0.0
Synthetic_medium_241013_192508_v6,spinnaker,9,3.294,1.646,0.282,0.255,0.029
Synthetic_medium_241013_192508_v6,gpu,19,5.14,0.882,0.305,0.27,0.0
Synthetic_medium_241013_192508_v7,spinnaker,9,2.752,0.992,0.286,0.254,0.0
Synthetic_medium_241013_192508_v7,gpu,19,4.941,0.9,0.293,0.265,0.0
Synthetic_medium_241013_192508_v8,spinnaker,9,2.754,0.84,0.314,0.268,0.0
Synthetic_medium_241013_192508_v8,gpu,19,4.98,0.905,0.289,0.262,0.0
Synthetic_medium_241013_192508_v9,spinnaker,8,2.566,0.841,0.299,0.262,0.0055
Synthetic_medium_241013_192508_v9,gpu,19,4.94,0.891,0.302,0.261,0.0
Synthetic_medium_241013_192508_v10,spinnaker,9,2.695,0.912,0.292,0.263,0.0055
Synthetic_medium_241013_192508_v10,gpu,19,5.024,0.868,0.308,0.265,0.0
Synthetic_medium_241013_193509_v1,spinnaker,8,2.626,0.774,0.333,0.283,0.0
Synthetic_medium_241013_193509_v1,gpu,19,5.262,0.896,0.321,0.278,0.0
Synthetic_medium_241013_193509_v2,spinnaker,9,2.805,0.946,0.339,0.277,0.0035
Synthetic_medium_241013_193509_v2,gpu,19,5.188,0.894,0.317,0.271,0.0
Synthetic_medium_241013_193509_v3,spinnaker,8,2.647,0.777,0.321,0.281,0.0
Synthetic_medium_241013_193509_v3,gpu,19,5.329,0.895,0.322,0.281,0.0
Synthetic_medium_241013_193509_v4,spinnaker,9,3.441,1.341,0.335,0.287,0.0
Synthetic_medium_241013_193509_v4,gpu,19,5.222,0.901,0.303,0.274,0.0
Synthetic_medium_241013_193509_v5,spinnaker,9,2.851,1.118,0.295,0.265,0.0065
Synthetic_medium_241013_193509_v5,gpu,19,5.119,0.917,0.308,0.269,0.0
Synthetic_medium_241013_193509_v6,spinnaker,9,3.259,1.34,0.316,0.269,0.0115
Synthetic_medium_241013_193509_v6,gpu,19,5.211,0.902,0.318,0.277,0.0
Synthetic_medium_241013_193509_v7,spinnaker,9,2.889,0.968,0.308,0.267,0.0
Synthetic_medium_241013_193509_v7,gpu,19,5.118,0.901,0.297,0.271,0.0
Synthetic_medium_241013_193509_v8,spinnaker,8,2.262,0.503,0.316,0.286,0.0
Synthetic_medium_241013_193509_v8,gpu,19,5.257,0.884,0.306,0.279,0.0
Synthetic_medium_241013_193509_v9,spinnaker,8,2.36,0.48,0.312,0.291,0.0
Synthetic_medium_241013_193509_v9,gpu,19,5.266,0.922,0.309,0.278,0.0
Synthetic_medium_241013_193509_v10,spinnaker,8,2.232,0.5,0.298,0.279,0.0
Synthetic_medium_241013_193509_v10,gpu,19,5.322,0.928,0.333,0.282,0.0
Synthetic_low_241013_200213_v1,spinnaker,11,0.7,0.606,0.06,0.039,0.0
Synthetic_low_241013_200213_v1,gpu,19,0.919,0.573,0.063,0.041,0.0
Synthetic_low_241013_200213_v2,spinnaker,12,0.721,0.622,0.063,0.041,0.0
Synthetic_low_241013_200213_v2,gpu,20,0.959,0.565,0.067,0.042,0.0
Synthetic_low_241013_200213_v3,spinnaker,14,0.744,0.607,0.064,0.041,0.0
Synthetic_low_241013_200213_v3,gpu,22,0.933,0.511,0.061,0.04,0.0
Synthetic_low_241013_200213_v4,spinnaker,13,0.785,0.664,0.06,0.038,0.016
Synthetic_low_241013_200213_v4,gpu,23,0.991,0.554,0.062,0.041,0.0
Synthetic_low_241013_200213_v5,spinnaker,9,0.748,0.692,0.06,0.039,0.0315
Synthetic_low_241013_200213_v5,gpu,17,0.788,0.539,0.063,0.04,0.0
Synthetic_low_241013_200213_v6,spinnaker,13,0.866,0.742,0.061,0.04,0.049
Synthetic_low_241013_200213_v6,gpu,26,1.051,0.541,0.062,0.04,0.0
Synthetic_low_241013_200213_v7,spinnaker,12,0.73,0.624,0.063,0.042,0.019
Synthetic_low_241013_200213_v7,gpu,22,0.97,0.534,0.063,0.041,0.0
Synthetic_low_241013_200213_v8,spinnaker,10,0.694,0.632,0.063,0.04,0.0
Synthetic_low_241013_200213_v8,gpu,19,0.865,0.565,0.061,0.04,0.0
Synthetic_low_241013_200213_v9,spinnaker,8,0.675,0.635,0.062,0.038,0.0
Synthetic_low_241013_200213_v9,gpu,15,0.768,0.562,0.061,0.04,0.0
Synthetic_low_241013_200213_v10,spinnaker,8,0.7,0.648,0.062,0.04,0.0
Synthetic_low_241013_200213_v10,gpu,16,0.76,0.533,0.06,0.039,0.0
Synthetic_low_241013_201150_v1,spinnaker,11,0.668,0.564,0.077,0.046,0.0
Synthetic_low_241013_201150_v1,gpu,22,1.097,0.591,0.071,0.047,0.0
Synthetic_low_241013_201150_v2,spinnaker,12,1.042,0.933,0.065,0.045,0.0655
Synthetic_low_241013_201150_v2,gpu,20,0.972,0.581,0.067,0.045,0.0
Synthetic_low_241013_201150_v3,spinnaker,7,0.667,0.617,0.071,0.046,0.0
Synthetic_low_241013_201150_v3,gpu,18,0.926,0.588,0.069,0.045,0.0
Synthetic_low_241013_201150_v4,spinnaker,9,0.667,0.587,0.07,0.049,0.0
Synthetic_low_241013_201150_v4,gpu,21,1.058,0.576,0.069,0.045,0.0
Synthetic_low_241013_201150_v5,spinnaker,11,0.713,0.614,0.067,0.046,0.0
Synthetic_low_241013_201150_v5,gpu,20,1.037,0.594,0.073,0.045,0.0
Synthetic_low_241013_201150_v6,spinnaker,10,1.106,1.026,0.07,0.047,0.056
Synthetic_low_241013_201150_v6,gpu,18,0.993,0.619,0.071,0.046,0.0
Synthetic_low_241013_201150_v7,spinnaker,7,0.818,0.778,0.067,0.044,0.033
Synthetic_low_241013_201150_v7,gpu,16,0.868,0.588,0.066,0.045,0.0005
Synthetic_low_241013_201150_v8,spinnaker,13,0.877,0.758,0.072,0.047,0.0115
Synthetic_low_241013_201150_v8,gpu,18,0.944,0.57,0.068,0.046,0.0
Synthetic_low_241013_201150_v9,spinnaker,11,0.857,0.769,0.07,0.047,0.015
Synthetic_low_241013_201150_v9,gpu,19,0.979,0.579,0.069,0.047,0.0
Synthetic_low_241013_201150_v10,spinnaker,6,0.648,0.607,0.068,0.046,0.0
Synthetic_low_241013_201150_v10,gpu,15,0.847,0.559,0.07,0.047,0.0
Synthetic_low_241013_202119_v1,spinnaker,12,0.742,0.585,0.076,0.052,0.0
Synthetic_low_241013_202119_v1,gpu,22,1.241,0.589,0.074,0.052,0.0
Synthetic_low_241013_202119_v2,spinnaker,14,1.012,0.854,0.076,0.052,0.018
Synthetic_low_241013_202119_v2,gpu,21,1.165,0.593,0.076,0.052,0.0
Synthetic_low_241013_202119_v3,spinnaker,9,1.067,0.98,0.078,0.052,0.0655
Synthetic_low_241013_202119_v3,gpu,18,1.014,0.625,0.077,0.051,0.0
Synthetic_low_241013_202119_v4,spinnaker,5,0.639,0.608,0.072,0.05,0.004
Synthetic_low_241013_202119_v4,gpu,14,0.888,0.597,0.078,0.053,0.0
Synthetic_low_241013_202119_v5,spinnaker,9,0.685,0.589,0.073,0.051,0.0
Synthetic_low_241013_202119_v5,gpu,21,1.26,0.607,0.078,0.055,0.0
Synthetic_low_241013_202119_v6,spinnaker,14,0.757,0.609,0.076,0.05,0.0
Synthetic_low_241013_202119_v6,gpu,23,1.245,0.611,0.075,0.051,0.0
Synthetic_low_241013_202119_v7,spinnaker,13,0.715,0.564,0.078,0.052,0.0
Synthetic_low_241013_202119_v7,gpu,22,1.189,0.607,0.077,0.052,0.0
Synthetic_low_241013_202119_v8,spinnaker,20,1.5,1.163,0.074,0.051,0.116
Synthetic_low_241013_202119_v8,gpu,21,1.195,0.598,0.074,0.053,0.0
Synthetic_low_241013_202119_v9,spinnaker,9,0.744,0.658,0.079,0.054,0.0
Synthetic_low_241013_202119_v9,gpu,17,1.033,0.616,0.077,0.051,0.0
Synthetic_low_241013_202119_v10,spinnaker,9,0.771,0.68,0.076,0.052,0.005
Synthetic_low_241013_202119_v10,gpu,17,1.025,0.605,0.076,0.053,0.0
Synthetic_low_241013_202957_v1,spinnaker,10,0.674,0.533,0.08,0.056,0.0
Synthetic_low_241013_202957_v1,gpu,23,1.376,0.614,0.081,0.057,0.0
Synthetic_low_241013_202957_v2,spinnaker,10,0.977,0.833,0.081,0.058,0.047
Synthetic_low_241013_202957_v2,gpu,17,1.106,0.615,0.081,0.057,0.0
Synthetic_low_241013_202957_v3,spinnaker,10,0.695,0.55,0.082,0.058,0.0
Synthetic_low_241013_202957_v3,gpu,23,1.326,0.641,0.08,0.056,0.0
Synthetic_low_241013_202957_v4,spinnaker,12,0.731,0.536,0.081,0.059,0.0
Synthetic_low_241013_202957_v4,gpu,23,1.378,0.592,0.081,0.058,0.0
Synthetic_low_241013_202957_v5,spinnaker,10,0.719,0.559,0.073,0.056,0.0
Synthetic_low_241013_202957_v5,gpu,23,1.346,0.592,0.076,0.056,0.0
Synthetic_low_241013_202957_v6,spinnaker,10,0.701,0.542,0.081,0.058,0.0
Synthetic_low_241013_202957_v6,gpu,22,1.368,0.631,0.082,0.059,0.0
Synthetic_low_241013_202957_v7,spinnaker,11,0.831,0.642,0.079,0.058,0.0065
Synthetic_low_241013_202957_v7,gpu,23,1.436,0.587,0.082,0.059,0.0
Synthetic_low_241013_202957_v8,spinnaker,11,0.855,0.695,0.08,0.058,0.007
Synthetic_low_241013_202957_v8,gpu,21,1.281,0.603,0.079,0.056,0.0
Synthetic_low_241013_202957_v9,spinnaker,9,0.715,0.581,0.074,0.056,0.0
Synthetic_low_241013_202957_v9,gpu,19,1.188,0.624,0.076,0.058,0.0
Synthetic_low_241013_202957_v10,spinnaker,6,0.66,0.591,0.077,0.057,0.0
Synthetic_low_241013_202957_v10,gpu,17,1.049,0.624,0.077,0.056,0.0
Synthetic_low_241013_203835_v1,spinnaker,11,0.978,0.753,0.082,0.06,0.035
Synthetic_low_241013_203835_v1,gpu,24,1.553,0.597,0.085,0.063,0.0
Synthetic_low_241013_203835_v2,spinnaker,8,0.717,0.548,0.087,0.065,0.0
Synthetic_low_241013_203835_v2,gpu,20,1.315,0.653,0.086,0.063,0.0
Synthetic_low_241013_203835_v3,spinnaker,10,0.745,0.508,0.088,0.066,0.0
Synthetic_low_241013_203835_v3,gpu,23,1.513,0.625,0.086,0.063,0.0
Synthetic_low_241013_203835_v4,spinnaker,9,0.687,0.497,0.088,0.063,0.0
Synthetic_low_241013_203835_v4,gpu,22,1.471,0.602,0.088,0.064,0.0
Synthetic_low_241013_203835_v5,spinnaker,6,0.594,0.494,0.086,0.064,0.0
Synthetic_low_241013_203835_v5,gpu,16,1.162,0.677,0.086,0.064,0.0
Synthetic_low_241013_203835_v6,spinnaker,10,0.772,0.539,0.088,0.065,0.0
Synthetic_low_241013_203835_v6,gpu,24,1.621,0.705,0.088,0.066,0.0
Synthetic_low_241013_203835_v7,spinnaker,9,0.88,0.717,0.086,0.063,0.0215
Synthetic_low_241013_203835_v7,gpu,21,1.422,0.708,0.084,0.063,0.0
Synthetic_low_241013_203835_v8,spinnaker,5,0.564,0.5,0.085,0.064,0.0
Synthetic_low_241013_203835_v8,gpu,15,1.129,0.665,0.083,0.064,0.0
Synthetic_low_241013_203835_v9,spinnaker,7,0.64,0.517,0.083,0.064,0.0
Synthetic_low_241013_203835_v9,gpu,19,1.298,0.666,0.083,0.064,0.0
Synthetic_low_241013_203835_v10,spinnaker,9,0.735,0.531,0.085,0.063,0.0
Synthetic_low_241013_203835_v10,gpu,22,1.467,0.644,0.083,0.064,0.0
Synthetic_low_241013_204717_v1,spinnaker,7,0.642,0.518,0.086,0.065,0.0
Synthetic_low_241013_204717_v1,gpu,17,1.313,0.659,0.092,0.072,0.0
Synthetic_low_241013_204717_v2,spinnaker,7,0.935,0.811,0.085,0.067,0.0495
Synthetic_low_241013_204717_v2,gpu,18,1.362,0.681,0.088,0.069,0.0
Synthetic_low_241013_204717_v3,spinnaker,5,0.566,0.508,0.087,0.069,0.0125
Synthetic_low_241013_204717_v3,gpu,14,1.053,0.555,0.089,0.07,0.0
Synthetic_low_241013_204717_v4,spinnaker,6,0.623,0.508,0.092,0.071,0.0
Synthetic_low_241013_204717_v4,gpu,15,1.196,0.639,0.093,0.072,0.0
Synthetic_low_241013_204717_v5,spinnaker,7,0.619,0.521,0.086,0.065,0.0
Synthetic_low_241013_204717_v5,gpu,16,1.239,0.661,0.093,0.072,0.0
Synthetic_low_241013_204717_v6,spinnaker,11,0.816,0.482,0.09,0.071,0.0
Synthetic_low_241013_204717_v6,gpu,24,1.749,0.587,0.09,0.071,0.0
Synthetic_low_241013_204717_v7,spinnaker,7,0.613,0.476,0.091,0.069,0.0
Synthetic_low_241013_204717_v7,gpu,17,1.297,0.673,0.089,0.069,0.0
Synthetic_low_241013_204717_v8,spinnaker,12,1.065,0.754,0.088,0.068,0.012
Synthetic_low_241013_204717_v8,gpu,22,1.502,0.611,0.085,0.066,0.0
Synthetic_low_241013_204717_v9,spinnaker,10,1.005,0.7,0.092,0.071,0.028
Synthetic_low_241013_204717_v9,gpu,24,1.741,0.625,0.091,0.07,0.0
Synthetic_low_241013_204717_v10,spinnaker,7,0.671,0.522,0.09,0.068,0.0
Synthetic_low_241013_204717_v10,gpu,17,1.244,0.658,0.088,0.067,0.0
Synthetic_low_241013_205600_v1,spinnaker,9,0.739,0.452,0.097,0.076,0.0
Synthetic_low_241013_205600_v1,gpu,22,1.65,0.665,0.095,0.074,0.0
Synthetic_low_241013_205600_v2,spinnaker,7,0.641,0.476,0.093,0.073,0.0
Synthetic_low_241013_205600_v2,gpu,18,1.455,0.658,0.093,0.076,0.0
Synthetic_low_241013_205600_v3,spinnaker,10,0.989,0.715,0.093,0.072,0.014
Synthetic_low_241013_205600_v3,gpu,21,1.642,0.658,0.1,0.08,0.0
Synthetic_low_241013_205600_v4,spinnaker,7,0.709,0.554,0.1,0.077,0.003
Synthetic_low_241013_205600_v4,gpu,16,1.326,0.658,0.096,0.076,0.0
Synthetic_low_241013_205600_v5,spinnaker,7,0.728,0.555,0.097,0.075,0.0
Synthetic_low_241013_205600_v5,gpu,20,1.511,0.667,0.094,0.075,0.0
Synthetic_low_241013_205600_v6,spinnaker,9,0.735,0.47,0.095,0.074,0.0
Synthetic_low_241013_205600_v6,gpu,23,1.753,0.635,0.095,0.074,0.0
Synthetic_low_241013_205600_v7,spinnaker,7,0.656,0.477,0.105,0.081,0.0
Synthetic_low_241013_205600_v7,gpu,16,1.26,0.603,0.094,0.074,0.0
Synthetic_low_241013_205600_v8,spinnaker,8,0.684,0.465,0.097,0.075,0.0
Synthetic_low_241013_205600_v8,gpu,18,1.396,0.607,0.097,0.074,0.0
Synthetic_low_241013_205600_v9,spinnaker,9,0.766,0.43,0.099,0.076,0.0
Synthetic_low_241013_205600_v9,gpu,23,1.764,0.569,0.099,0.075,0.0
Synthetic_low_241013_205600_v10,spinnaker,10,0.927,0.58,0.096,0.073,0.0015
Synthetic_low_241013_205600_v10,gpu,22,1.719,0.608,0.096,0.075,0.0
Synthetic_low_241013_210441_v1,spinnaker,8,0.717,0.479,0.1,0.079,0.0
Synthetic_low_241013_210441_v1,gpu,18,1.478,0.647,0.099,0.079,0.0
Synthetic_low_241013_210441_v2,spinnaker,9,0.771,0.419,0.102,0.08,0.0
Synthetic_low_241013_210441_v2,gpu,22,1.765,0.603,0.103,0.08,0.0
Synthetic_low_241013_210441_v3,spinnaker,7,0.691,0.435,0.105,0.085,0.0
Synthetic_low_241013_210441_v3,gpu,19,1.56,0.667,0.098,0.079,0.0
Synthetic_low_241013_210441_v4,spinnaker,9,0.798,0.432,0.106,0.084,0.0
Synthetic_low_241013_210441_v4,gpu,20,1.692,0.613,0.103,0.081,0.0
Synthetic_low_241013_210441_v5,spinnaker,9,0.873,0.511,0.102,0.084,0.0
Synthetic_low_241013_210441_v5,gpu,21,1.776,0.637,0.101,0.081,0.0
Synthetic_low_241013_210441_v6,spinnaker,9,1.128,0.855,0.104,0.08,0.0375
Synthetic_low_241013_210441_v6,gpu,18,1.447,0.638,0.106,0.079,0.0
Synthetic_low_241013_210441_v7,spinnaker,8,0.84,0.598,0.102,0.078,0.023
Synthetic_low_241013_210441_v7,gpu,17,1.382,0.613,0.1,0.079,0.0
Synthetic_low_241013_210441_v8,spinnaker,8,0.751,0.485,0.099,0.079,0.0
Synthetic_low_241013_210441_v8,gpu,20,1.631,0.612,0.1,0.081,0.0
Synthetic_low_241013_210441_v9,spinnaker,7,0.685,0.51,0.101,0.081,0.0
Synthetic_low_241013_210441_v9,gpu,17,1.415,0.613,0.1,0.082,0.0
Synthetic_low_241013_210441_v10,spinnaker,5,0.592,0.461,0.101,0.081,0.0
Synthetic_low_241013_210441_v10,gpu,17,1.461,0.673,0.101,0.083,0.0
Synthetic_low_241013_211325_v1,spinnaker,7,0.781,0.528,0.105,0.087,0.0
Synthetic_low_241013_211325_v1,gpu,18,1.654,0.707,0.103,0.086,0.0
Synthetic_low_241013_211325_v2,spinnaker,8,1.025,0.743,0.105,0.087,0.0395
Synthetic_low_241013_211325_v2,gpu,16,1.367,0.562,0.106,0.085,0.0
Synthetic_low_241013_211325_v3,spinnaker,9,0.803,0.448,0.105,0.088,0.0
Synthetic_low_241013_211325_v3,gpu,21,1.814,0.637,0.1,0.086,0.0
Synthetic_low_241013_211325_v4,spinnaker,7,0.687,0.483,0.106,0.084,0.0
Synthetic_low_241013_211325_v4,gpu,19,1.755,0.649,0.108,0.09,0.0
Synthetic_low_241013_211325_v5,spinnaker,9,0.807,0.431,0.103,0.085,0.0
Synthetic_low_241013_211325_v5,gpu,22,1.905,0.624,0.101,0.084,0.0
Synthetic_low_241013_211325_v6,spinnaker,9,1.038,0.683,0.11,0.089,0.0295
Synthetic_low_241013_211325_v6,gpu,20,1.794,0.634,0.105,0.087,0.0
Synthetic_low_241013_211325_v7,spinnaker,8,0.811,0.538,0.105,0.088,0.0
Synthetic_low_241013_211325_v7,gpu,18,1.626,0.636,0.108,0.087,0.0
Synthetic_low_241013_211325_v8,spinnaker,9,0.813,0.427,0.105,0.085,0.0
Synthetic_low_241013_211325_v8,gpu,21,1.859,0.605,0.107,0.087,0.0
Synthetic_low_241013_211325_v9,spinnaker,7,0.64,0.46,0.105,0.081,0.0
Synthetic_low_241013_211325_v9,gpu,17,1.598,0.641,0.111,0.089,0.0
Synthetic_low_241013_211325_v10,spinnaker,8,0.74,0.449,0.107,0.089,0.0
Synthetic_low_241013_211325_v10,gpu,16,1.314,0.602,0.104,0.082,0.0
Synthetic_low_241013_212203_v1,spinnaker,9,1.332,0.9,0.111,0.096,0.045
Synthetic_low_241013_212203_v1,gpu,22,2.104,0.667,0.111,0.094,0.0
Synthetic_low_241013_212203_v2,spinnaker,8,0.756,0.472,0.111,0.09,0.0
Synthetic_low_241013_212203_v2,gpu,18,1.698,0.651,0.111,0.093,0.0
Synthetic_low_241013_212203_v3,spinnaker,8,0.811,0.513,0.111,0.088,0.0
Synthetic_low_241013_212203_v3,gpu,19,1.779,0.662,0.109,0.089,0.0
Synthetic_low_241013_212203_v4,spinnaker,8,0.827,0.422,0.108,0.093,0.0
Synthetic_low_241013_212203_v4,gpu,21,1.909,0.644,0.111,0.089,0.0
Synthetic_low_241013_212203_v5,spinnaker,8,0.873,0.549,0.114,0.095,0.0
Synthetic_low_241013_212203_v5,gpu,20,1.894,0.668,0.113,0.094,0.0
Synthetic_low_241013_212203_v6,spinnaker,9,1.046,0.636,0.113,0.094,0.015
Synthetic_low_241013_212203_v6,gpu,20,1.902,0.649,0.113,0.094,0.0
Synthetic_low_241013_212203_v7,spinnaker,7,0.69,0.443,0.113,0.094,0.0
Synthetic_low_241013_212203_v7,gpu,16,1.546,0.611,0.105,0.092,0.0
Synthetic_low_241013_212203_v8,spinnaker,9,0.907,0.509,0.106,0.092,0.0
Synthetic_low_241013_212203_v8,gpu,21,1.931,0.62,0.11,0.091,0.0
Synthetic_low_241013_212203_v9,spinnaker,7,0.764,0.454,0.113,0.097,0.0
Synthetic_low_241013_212203_v9,gpu,15,1.436,0.613,0.109,0.09,0.0
Synthetic_low_241013_212203_v10,spinnaker,9,0.985,0.647,0.11,0.092,0.0005
Synthetic_low_241013_212203_v10,gpu,19,1.76,0.691,0.109,0.09,0.0
Synthetic_low_241014_091508_v1,spinnaker,22,1.189,0.911,0.061,0.041,0.0585
Synthetic_low_241014_091508_v1,gpu,26,1.125,0.557,0.061,0.041,0.0
Synthetic_low_241014_091558_v1,spinnaker,13,1.08,0.908,0.072,0.048,0.065
Synthetic_low_241014_091558_v1,gpu,20,1.005,0.589,0.07,0.047,0.0
Synthetic_low_241014_091648_v1,spinnaker,10,0.731,0.618,0.08,0.051,0.0
Synthetic_low_241014_091648_v1,gpu,20,1.116,0.596,0.078,0.052,0.0
Synthetic_low_241014_091738_v1,spinnaker,12,0.892,0.666,0.083,0.059,0.0225
Synthetic_low_241014_091738_v1,gpu,19,1.141,0.575,0.083,0.057,0.0
Synthetic_low_241014_091829_v1,spinnaker,11,0.807,0.584,0.087,0.062,0.0
Synthetic_low_241014_091829_v1,gpu,19,1.278,0.658,0.085,0.063,0.0
Synthetic_low_241014_091919_v1,spinnaker,14,0.944,0.489,0.088,0.065,0.0
Synthetic_low_241014_091919_v1,gpu,21,1.495,0.591,0.09,0.07,0.0
Synthetic_low_241014_092009_v1,spinnaker,10,0.871,0.47,0.105,0.08,0.0
Synthetic_low_241014_092009_v1,gpu,19,1.449,0.641,0.096,0.073,0.0
Synthetic_low_241014_092059_v1,spinnaker,10,0.869,0.449,0.099,0.081,0.0
Synthetic_low_241014_092059_v1,gpu,22,1.811,0.623,0.101,0.081,0.0
Synthetic_low_241014_092149_v1,spinnaker,9,0.982,0.593,0.105,0.085,0.0125
Synthetic_low_241014_092149_v1,gpu,21,1.8,0.628,0.108,0.087,0.0
Synthetic_low_241014_092239_v1,spinnaker,10,0.897,0.413,0.108,0.091,0.0
Synthetic_low_241014_092239_v1,gpu,21,2.062,0.609,0.116,0.095,0.0
Synthetic_medium_241014_092330_v1,spinnaker,10,1.668,0.442,0.195,0.171,0.0
Synthetic_medium_241014_092330_v1,gpu,19,3.354,0.779,0.198,0.179,0.0
