Recording,Pipeline,Latency,Error,MinError,MaxSpeed,MeanSpeed,DlydReps
Recording_mixed_241029_180351_v5,gpu,21,5.704,2.132,0.836,0.231,0.153
Recording_mixed_241029_180456_v1,spinnaker,10,4.071,2.668,0.479,0.225,0.087
Recording_mixed_241029_180456_v1,gpu,20,4.763,1.633,0.48,0.225,0.0435
Recording_mixed_241029_180456_v2,spinnaker,10,3.994,2.603,0.48,0.226,0.0965
Recording_mixed_241029_180456_v2,gpu,20,4.787,1.653,0.483,0.226,0.0535
Recording_mixed_241029_180456_v3,spinnaker,10,4.107,2.706,0.48,0.226,0.0975
Recording_mixed_241029_180456_v3,gpu,20,4.778,1.645,0.481,0.225,0.0535
Recording_mixed_241029_180456_v4,spinnaker,10,4.61,3.264,0.482,0.225,0.1085
Recording_mixed_241029_180456_v4,gpu,20,5.124,2.008,0.482,0.225,0.0735
Recording_mixed_241029_180456_v5,spinnaker,11,3.957,2.544,0.481,0.225,0.0835
Recording_mixed_241029_180456_v5,gpu,20,4.745,1.612,0.48,0.225,0.044
Recording_mixed_241029_181740_v1,spinnaker,11,5.397,3.735,0.484,0.243,0.2065
Recording_mixed_241029_181740_v1,gpu,19,6.112,2.617,0.486,0.244,0.1025
Recording_mixed_241029_181740_v2,spinnaker,12,6.751,4.932,0.487,0.243,0.235
Recording_mixed_241029_181740_v2,gpu,19,5.967,2.539,0.488,0.243,0.102
Recording_mixed_241029_181740_v3,spinnaker,11,4.958,3.208,0.487,0.243,0.179
Recording_mixed_241029_181740_v3,gpu,19,5.923,2.53,0.486,0.244,0.1015
Recording_mixed_241029_181740_v4,spinnaker,11,4.908,3.229,0.487,0.244,0.182
Recording_mixed_241029_181740_v4,gpu,19,6.079,2.571,0.485,0.243,0.1055
Recording_mixed_241029_181740_v5,spinnaker,11,4.89,3.17,0.486,0.243,0.1795
Recording_mixed_241029_181740_v5,gpu,19,6.066,2.622,0.486,0.244,0.1025
Recording_mixed_241029_180601_v1,spinnaker,11,4.01,2.622,1.388,0.201,0.2305
Recording_mixed_241029_180601_v1,gpu,21,5.479,2.495,1.384,0.201,0.2325
Recording_mixed_241029_180601_v2,spinnaker,11,4.021,2.693,1.384,0.201,0.2325
Recording_mixed_241029_180601_v2,gpu,20,4.983,1.948,1.384,0.201,0.2185
Recording_mixed_241029_180601_v3,spinnaker,11,4.092,2.804,1.384,0.201,0.225
Recording_mixed_241029_180601_v3,gpu,20,5.239,2.316,1.384,0.201,0.2285
Recording_mixed_241029_180601_v4,spinnaker,12,4.178,2.821,1.384,0.201,0.2395
Recording_mixed_241029_180601_v4,gpu,21,5.354,2.366,1.388,0.201,0.2285
Recording_mixed_241029_180601_v5,spinnaker,12,3.992,2.551,1.384,0.201,0.229
Recording_mixed_241029_180601_v5,gpu,20,5.131,2.138,1.384,0.201,0.22
Recording_mixed_241029_180642_v1,spinnaker,10,4.971,2.909,0.501,0.296,0.0695
Recording_mixed_241029_180642_v1,gpu,19,6.065,1.37,0.499,0.297,0.0805
Recording_mixed_241029_180642_v2,spinnaker,11,5.273,3.08,0.503,0.296,0.071
Recording_mixed_241029_180642_v2,gpu,19,5.787,1.228,0.501,0.297,0.071
Recording_mixed_241029_180642_v3,spinnaker,12,5.773,3.347,0.504,0.298,0.0685
Recording_mixed_241029_180642_v3,gpu,19,6.369,1.597,0.502,0.298,0.0825
Recording_mixed_241029_180642_v4,spinnaker,11,5.314,3.029,0.502,0.297,0.0665
Recording_mixed_241029_180642_v4,gpu,19,5.721,1.16,0.502,0.296,0.079
Recording_mixed_241029_180642_v5,spinnaker,11,5.261,3.076,0.501,0.297,0.0685
Recording_mixed_241029_180642_v5,gpu,19,6.044,1.343,0.503,0.297,0.077
Recording_mixed_241029_180835_v1,spinnaker,9,2.832,1.868,0.972,0.185,0.117
Recording_mixed_241029_180835_v1,gpu,19,4.702,2.229,0.968,0.185,0.153
Recording_mixed_241029_180835_v2,spinnaker,9,2.876,1.867,0.972,0.185,0.116
Recording_mixed_241029_180835_v2,gpu,19,4.786,2.197,0.972,0.185,0.188
Recording_mixed_241029_180835_v3,spinnaker,10,2.819,1.783,0.972,0.185,0.115
Recording_mixed_241029_180835_v3,gpu,19,4.784,2.188,0.972,0.185,0.1705
Recording_mixed_241029_180835_v4,spinnaker,9,2.768,1.825,0.972,0.185,0.116
Recording_mixed_241029_180835_v4,gpu,19,5.133,2.589,0.972,0.194,0.177
Recording_mixed_241029_180835_v5,spinnaker,9,2.761,1.795,0.964,0.185,0.116
Recording_mixed_241029_180835_v5,gpu,19,4.572,2.108,0.968,0.185,0.153
Recording_mixed_241029_181829_v1,spinnaker,10,4.403,2.896,0.458,0.225,0.1535
Recording_mixed_241029_181829_v1,gpu,19,7.28,4.143,0.459,0.225,0.219
Recording_mixed_241029_181829_v2,spinnaker,10,3.803,2.349,0.459,0.226,0.1455
Recording_mixed_241029_181829_v2,gpu,20,6.579,3.392,0.357,0.224,0.215
Recording_mixed_241029_181829_v3,spinnaker,10,3.46,1.936,0.459,0.226,0.129
Recording_mixed_241029_181829_v3,gpu,19,7.18,4.032,0.458,0.225,0.215
Recording_mixed_241029_181829_v4,spinnaker,10,3.417,1.828,0.458,0.226,0.124
Recording_mixed_241029_181829_v4,gpu,19,7.667,4.64,0.359,0.223,0.2215
Recording_mixed_241029_181829_v5,spinnaker,10,3.352,1.831,0.41,0.224,0.127
Recording_mixed_241029_181829_v5,gpu,20,7.623,4.526,0.357,0.223,0.222
Recording_mixed_241029_180553_v1,spinnaker,9,2.519,1.288,0.399,0.232,0.0
Recording_mixed_241029_180553_v1,gpu,20,6.436,3.05,0.402,0.232,0.013
Recording_mixed_241029_180553_v2,spinnaker,10,2.609,1.291,0.401,0.232,0.0
Recording_mixed_241029_180553_v2,gpu,19,4.595,1.43,0.403,0.231,0.019
Recording_mixed_241029_180553_v3,spinnaker,9,2.526,1.273,0.402,0.232,0.0
Recording_mixed_241029_180553_v3,gpu,19,4.864,1.689,0.4,0.231,0.034
Recording_mixed_241029_180553_v4,spinnaker,9,2.522,1.272,0.401,0.233,0.0
Recording_mixed_241029_180553_v4,gpu,20,6.643,3.593,0.403,0.232,0.1555
Recording_mixed_241029_180553_v5,spinnaker,9,2.542,1.211,0.4,0.232,0.0
Recording_mixed_241029_180553_v5,gpu,19,4.942,1.797,1.225,0.237,0.0155
Recording_mixed_241029_180706_v1,spinnaker,12,5.057,3.697,0.995,0.208,0.198
Recording_mixed_241029_180706_v1,gpu,21,7.52,4.642,0.999,0.208,0.2435
Recording_mixed_241029_180706_v2,spinnaker,12,5.505,4.198,0.999,0.208,0.2315
Recording_mixed_241029_180706_v2,gpu,21,8.016,5.148,0.999,0.208,0.241
Recording_mixed_241029_180706_v3,spinnaker,11,5.361,4.021,0.999,0.208,0.2055
Recording_mixed_241029_180706_v3,gpu,21,7.679,4.768,0.998,0.208,0.261
Recording_mixed_241029_180706_v4,spinnaker,12,5.145,3.747,0.998,0.208,0.211
Recording_mixed_241029_180706_v4,gpu,21,7.486,4.58,0.996,0.208,0.263
Recording_mixed_241029_180706_v5,spinnaker,12,5.069,3.685,0.994,0.208,0.2025
Recording_mixed_241029_180706_v5,gpu,22,8.78,5.779,0.996,0.208,0.2765
Recording_mixed_241029_181256_v1,spinnaker,10,3.898,2.192,0.871,0.259,0.073
Recording_mixed_241029_181256_v1,gpu,19,6.346,2.606,0.871,0.259,0.128
Recording_mixed_241029_181256_v2,spinnaker,11,4.186,2.356,0.64,0.252,0.0715
Recording_mixed_241029_181256_v2,gpu,19,6.409,2.665,0.865,0.259,0.1365
Recording_mixed_241029_181256_v3,spinnaker,10,3.869,2.26,0.865,0.259,0.071
Recording_mixed_241029_181256_v3,gpu,19,6.731,3.057,0.65,0.252,0.117
Recording_mixed_241029_181256_v4,spinnaker,10,4.449,2.779,0.65,0.252,0.071
Recording_mixed_241029_181256_v4,gpu,19,6.155,2.512,0.865,0.259,0.1275
Recording_mixed_241029_181256_v5,spinnaker,11,4.09,2.231,0.646,0.252,0.068
Recording_mixed_241029_181256_v5,gpu,19,6.68,2.973,0.65,0.252,0.1085
Recording_mixed_241029_181845_v1,spinnaker,8,1.935,0.86,0.392,0.21,0.011
Recording_mixed_241029_181845_v1,gpu,18,3.863,1.145,0.406,0.213,0.019
Recording_mixed_241029_181845_v2,spinnaker,8,2.075,0.984,0.393,0.213,0.011
Recording_mixed_241029_181845_v2,gpu,18,4.009,1.249,0.393,0.213,0.02
Recording_mixed_241029_181845_v3,spinnaker,9,2.127,1.002,0.393,0.209,0.011
Recording_mixed_241029_181845_v3,gpu,18,3.963,1.242,0.393,0.213,0.02
Recording_mixed_241029_181845_v4,spinnaker,9,2.246,1.047,0.393,0.213,0.0095
Recording_mixed_241029_181845_v4,gpu,18,3.761,1.074,0.393,0.209,0.0195
Recording_mixed_241029_181845_v5,spinnaker,8,2.064,1.014,0.392,0.213,0.012
Recording_mixed_241029_181845_v5,gpu,18,3.902,1.215,0.393,0.209,0.015
Recording_mixed_241029_180327_v1,spinnaker,10,3.844,2.237,1.016,0.254,0.098
Recording_mixed_241029_180327_v1,gpu,18,5.217,1.8,0.91,0.253,0.1025
Recording_mixed_241029_180327_v2,spinnaker,10,3.792,2.34,1.015,0.255,0.098
Recording_mixed_241029_180327_v2,gpu,18,5.123,1.751,0.909,0.253,0.0975
Recording_mixed_241029_180327_v3,spinnaker,10,3.605,2.105,0.909,0.254,0.097
Recording_mixed_241029_180327_v3,gpu,19,5.262,1.711,1.017,0.255,0.093
Recording_mixed_241029_180327_v4,spinnaker,11,4.135,2.565,1.017,0.255,0.1105
Recording_mixed_241029_180327_v4,gpu,18,5.309,1.928,1.017,0.255,0.103
Recording_mixed_241029_180327_v5,spinnaker,10,3.69,2.129,0.908,0.254,0.098
Recording_mixed_241029_180327_v5,gpu,19,5.303,1.842,1.015,0.253,0.0945
Recording_mixed_241029_180303_v1,spinnaker,9,3.153,2.424,0.62,0.151,0.2265
Recording_mixed_241029_180303_v1,gpu,19,4.103,2.285,0.673,0.151,0.249
Recording_mixed_241029_180303_v2,spinnaker,9,2.551,1.909,0.621,0.151,0.204
Recording_mixed_241029_180303_v2,gpu,19,3.909,2.06,0.62,0.151,0.252
Recording_mixed_241029_180303_v3,spinnaker,9,2.665,2.016,0.652,0.152,0.2
Recording_mixed_241029_180303_v3,gpu,19,5.197,3.386,0.631,0.151,0.2635
Recording_mixed_241029_180303_v4,spinnaker,8,2.499,1.911,0.621,0.15,0.2
Recording_mixed_241029_180303_v4,gpu,18,3.68,1.854,0.62,0.148,0.2435
Recording_mixed_241029_180303_v5,spinnaker,8,2.766,2.15,0.618,0.151,0.2055
Recording_mixed_241029_180303_v5,gpu,18,4.165,2.406,0.62,0.151,0.2595
Recording_mixed_241029_181716_v1,spinnaker,9,4.567,2.703,0.672,0.29,0.0595
Recording_mixed_241029_181716_v1,gpu,19,6.27,2.026,0.587,0.29,0.0825
Recording_mixed_241029_181716_v2,spinnaker,10,4.498,2.496,0.685,0.291,0.0585
Recording_mixed_241029_181716_v2,gpu,19,6.827,2.581,0.525,0.291,0.0995
Recording_mixed_241029_181716_v3,spinnaker,9,4.175,2.41,0.582,0.291,0.059
Recording_mixed_241029_181716_v3,gpu,19,6.484,2.257,0.544,0.291,0.097
Recording_mixed_241029_181716_v4,spinnaker,10,4.483,2.571,0.525,0.29,0.059
Recording_mixed_241029_181716_v4,gpu,19,6.544,2.281,0.672,0.29,0.0935
Recording_mixed_241029_181716_v5,spinnaker,10,4.374,2.602,0.672,0.291,0.0605
Recording_mixed_241029_181716_v5,gpu,19,6.169,1.884,0.678,0.291,0.0785
Recording_mixed_241029_181539_v1,spinnaker,9,3.269,1.931,0.4,0.246,0.1235
Recording_mixed_241029_181539_v1,gpu,19,5.44,2.137,0.395,0.246,0.118
Recording_mixed_241029_181539_v2,spinnaker,9,2.677,1.287,0.394,0.246,0.086
Recording_mixed_241029_181539_v2,gpu,19,5.615,2.302,0.397,0.246,0.1185
Recording_mixed_241029_181539_v3,spinnaker,9,3.407,1.924,0.398,0.247,0.106
Recording_mixed_241029_181539_v3,gpu,19,5.733,2.396,0.397,0.246,0.12
Recording_mixed_241029_181539_v4,spinnaker,8,2.542,1.273,0.395,0.246,0.0865
Recording_mixed_241029_181539_v4,gpu,19,5.582,2.357,0.397,0.246,0.1225
Recording_mixed_241029_181539_v5,spinnaker,9,2.995,1.587,0.397,0.246,0.1085
Recording_mixed_241029_181539_v5,gpu,19,5.424,2.124,0.395,0.246,0.117
Recording_mixed_241029_180852_v1,spinnaker,9,2.477,1.013,0.359,0.218,0.0585
Recording_mixed_241029_180852_v1,gpu,19,4.725,1.417,0.358,0.218,0.09
Recording_mixed_241029_180852_v2,spinnaker,9,2.397,1.06,0.359,0.219,0.0525
Recording_mixed_241029_180852_v2,gpu,19,5.164,1.895,0.359,0.219,0.0975
Recording_mixed_241029_180852_v3,spinnaker,9,2.4,1.025,0.358,0.219,0.0585
Recording_mixed_241029_180852_v3,gpu,19,4.927,1.664,0.36,0.218,0.0875
Recording_mixed_241029_180852_v4,spinnaker,9,2.395,1.036,0.359,0.218,0.055
Recording_mixed_241029_180852_v4,gpu,19,4.836,1.584,0.359,0.22,0.0815
Recording_mixed_241029_180852_v5,spinnaker,10,2.578,1.067,0.36,0.219,0.0515
Recording_mixed_241029_180852_v5,gpu,19,4.511,1.246,0.359,0.218,0.058
Recording_mixed_241029_181304_v1,spinnaker,10,5.19,4.268,1.29,0.181,0.13
Recording_mixed_241029_181304_v1,gpu,22,9.199,6.912,1.448,0.182,0.2625
Recording_mixed_241029_181304_v2,spinnaker,11,5.405,4.369,1.294,0.181,0.1315
Recording_mixed_241029_181304_v2,gpu,22,7.293,4.876,1.293,0.182,0.197
Recording_mixed_241029_181304_v3,spinnaker,11,5.249,4.284,1.289,0.181,0.131
Recording_mixed_241029_181304_v3,gpu,21,7.971,5.702,1.45,0.183,0.2375
Recording_mixed_241029_181304_v4,spinnaker,10,5.328,4.354,1.449,0.182,0.13
Recording_mixed_241029_181304_v4,gpu,23,8.092,5.61,1.295,0.181,0.24
Recording_mixed_241029_181304_v5,spinnaker,11,5.367,4.352,1.448,0.182,0.132
Recording_mixed_241029_181304_v5,gpu,22,6.519,4.127,1.45,0.182,0.1895
Recording_mixed_241029_181321_v1,spinnaker,10,2.773,1.983,0.469,0.146,0.134
Recording_mixed_241029_181321_v1,gpu,19,6.287,4.445,0.443,0.145,0.1955
Recording_mixed_241029_181321_v2,spinnaker,9,2.686,1.916,0.443,0.145,0.1345
Recording_mixed_241029_181321_v2,gpu,19,6.458,4.63,0.451,0.145,0.21
Recording_mixed_241029_181321_v3,spinnaker,9,2.727,1.974,0.451,0.145,0.1335
Recording_mixed_241029_181321_v3,gpu,19,4.609,2.752,0.453,0.145,0.19
Recording_mixed_241029_181321_v4,spinnaker,10,2.78,1.997,0.476,0.146,0.1345
Recording_mixed_241029_181321_v4,gpu,20,5.927,4.009,0.453,0.145,0.208
Recording_mixed_241029_181321_v5,spinnaker,9,2.701,1.957,0.476,0.146,0.1345
Recording_mixed_241029_181321_v5,gpu,19,4.654,2.763,0.469,0.146,0.195
Recording_mixed_241029_181240_v1,spinnaker,9,2.866,1.736,0.806,0.21,0.0665
Recording_mixed_241029_181240_v1,gpu,19,5.098,2.155,0.806,0.209,0.089
Recording_mixed_241029_181240_v2,spinnaker,9,2.933,1.747,0.917,0.209,0.073
Recording_mixed_241029_181240_v2,gpu,19,5.118,2.229,0.806,0.209,0.0975
Recording_mixed_241029_181240_v3,spinnaker,9,2.909,1.72,0.915,0.209,0.072
Recording_mixed_241029_181240_v3,gpu,19,4.894,1.979,0.916,0.209,0.1025
Recording_mixed_241029_181240_v4,spinnaker,9,2.886,1.71,0.916,0.209,0.074
Recording_mixed_241029_181240_v4,gpu,19,4.97,2.126,0.806,0.209,0.083
Recording_mixed_241029_181240_v5,spinnaker,9,2.951,1.745,0.806,0.209,0.067
Recording_mixed_241029_181240_v5,gpu,19,4.652,1.808,0.917,0.209,0.08
Recording_mixed_241029_180634_v1,spinnaker,11,4.306,2.432,0.524,0.278,0.079
Recording_mixed_241029_180634_v1,gpu,20,6.382,2.103,0.521,0.278,0.112
Recording_mixed_241029_180634_v2,spinnaker,10,4.034,2.291,0.522,0.279,0.079
Recording_mixed_241029_180634_v2,gpu,20,6.879,2.575,0.525,0.279,0.103
Recording_mixed_241029_180634_v3,spinnaker,11,4.231,2.332,0.523,0.279,0.078
Recording_mixed_241029_180634_v3,gpu,20,6.949,2.643,0.524,0.279,0.1035
Recording_mixed_241029_180634_v4,spinnaker,11,4.297,2.317,0.525,0.279,0.0975
Recording_mixed_241029_180634_v4,gpu,20,6.473,2.274,0.521,0.279,0.098
Recording_mixed_241029_180634_v5,spinnaker,12,5.302,3.078,0.525,0.279,0.1255
Recording_mixed_241029_180634_v5,gpu,20,6.69,2.369,0.524,0.279,0.0935
Recording_mixed_241029_180722_v1,spinnaker,11,3.754,2.237,0.875,0.222,0.1545
Recording_mixed_241029_180722_v1,gpu,21,6.98,3.508,0.752,0.222,0.2125
Recording_mixed_241029_180722_v2,spinnaker,11,6.512,4.922,0.745,0.222,0.201
Recording_mixed_241029_180722_v2,gpu,21,6.692,3.255,0.75,0.222,0.2065
Recording_mixed_241029_180722_v3,spinnaker,11,3.561,2.063,0.748,0.222,0.152
Recording_mixed_241029_180722_v3,gpu,21,6.888,3.444,0.74,0.222,0.2145
Recording_mixed_241029_180722_v4,spinnaker,11,4.082,2.544,0.758,0.222,0.1635
Recording_mixed_241029_180722_v4,gpu,21,7.552,4.179,0.738,0.222,0.229
Recording_mixed_241029_180722_v5,spinnaker,11,3.804,2.242,0.75,0.222,0.138
Recording_mixed_241029_180722_v5,gpu,21,6.802,3.338,0.735,0.222,0.203
Recording_mixed_241029_180537_v1,spinnaker,9,2.109,0.946,0.28,0.172,0.1245
Recording_mixed_241029_180537_v1,gpu,19,5.212,2.673,0.28,0.172,0.152
Recording_mixed_241029_180537_v2,spinnaker,10,2.109,0.921,0.277,0.172,0.089
Recording_mixed_241029_180537_v2,gpu,19,5.597,3.017,0.279,0.172,0.1565
Recording_mixed_241029_180537_v3,spinnaker,9,2.244,1.121,0.279,0.172,0.106
Recording_mixed_241029_180537_v3,gpu,19,5.534,2.965,0.278,0.172,0.156
Recording_mixed_241029_180537_v4,spinnaker,10,2.078,0.854,0.278,0.172,0.0825
Recording_mixed_241029_180537_v4,gpu,19,5.176,2.626,0.278,0.172,0.1525
Recording_mixed_241029_180537_v5,spinnaker,9,1.945,0.912,0.278,0.172,0.0865
Recording_mixed_241029_180537_v5,gpu,19,5.331,2.774,0.278,0.172,0.1565
Recording_mixed_241029_180811_v1,spinnaker,10,4.065,2.841,0.493,0.198,0.196
Recording_mixed_241029_180811_v1,gpu,19,5.648,2.852,0.576,0.199,0.194
Recording_mixed_241029_180811_v2,spinnaker,10,4.049,2.83,0.551,0.197,0.1955
Recording_mixed_241029_180811_v2,gpu,19,6.877,4.212,0.682,0.198,0.2175
Recording_mixed_241029_180811_v3,spinnaker,10,4.055,2.828,0.551,0.197,0.196
Recording_mixed_241029_180811_v3,gpu,19,5.878,3.033,0.535,0.198,0.1925
Recording_mixed_241029_180811_v4,spinnaker,9,4.067,2.918,0.431,0.197,0.1955
Recording_mixed_241029_180811_v4,gpu,18,9.89,7.18,0.451,0.198,0.2395
Recording_mixed_241029_180811_v5,spinnaker,10,4.168,2.923,0.535,0.198,0.196
Recording_mixed_241029_180811_v5,gpu,19,5.822,3.003,0.619,0.199,0.194
Recording_mixed_241029_180440_v1,spinnaker,11,4.145,2.307,1.105,0.264,0.104
Recording_mixed_241029_180440_v1,gpu,19,5.569,1.586,1.104,0.264,0.083
Recording_mixed_241029_180440_v2,spinnaker,11,4.94,3.161,1.104,0.264,0.136
Recording_mixed_241029_180440_v2,gpu,19,5.596,1.861,1.106,0.264,0.087
Recording_mixed_241029_180440_v3,spinnaker,11,4.005,2.311,1.108,0.264,0.1185
Recording_mixed_241029_180440_v3,gpu,19,5.534,1.849,1.104,0.264,0.0875
Recording_mixed_241029_180440_v4,spinnaker,11,5.591,3.804,1.103,0.264,0.159
Recording_mixed_241029_180440_v4,gpu,19,5.385,1.568,1.104,0.264,0.0795
Recording_mixed_241029_180440_v5,spinnaker,11,5.119,3.355,0.675,0.264,0.1175
Recording_mixed_241029_180440_v5,gpu,19,5.477,1.579,1.104,0.264,0.088
Recording_mixed_241029_180658_v1,spinnaker,11,4.601,3.43,0.358,0.175,0.229
Recording_mixed_241029_180658_v1,gpu,20,4.672,2.031,0.36,0.175,0.1805
Recording_mixed_241029_180658_v2,spinnaker,11,3.269,2.044,0.358,0.175,0.185
Recording_mixed_241029_180658_v2,gpu,20,4.193,1.648,0.359,0.175,0.1695
Recording_mixed_241029_180658_v3,spinnaker,11,3.473,2.275,0.36,0.175,0.188
Recording_mixed_241029_180658_v3,gpu,20,4.131,1.535,0.359,0.171,0.1805
Recording_mixed_241029_180658_v4,spinnaker,11,3.766,2.575,0.358,0.175,0.166
Recording_mixed_241029_180658_v4,gpu,20,4.749,2.128,0.361,0.175,0.1845
Recording_mixed_241029_180658_v5,spinnaker,12,4.399,3.054,0.357,0.174,0.221
Recording_mixed_241029_180658_v5,gpu,20,4.281,1.744,0.358,0.175,0.176
Recording_mixed_241029_180424_v1,spinnaker,10,5.146,3.904,0.431,0.206,0.285
Recording_mixed_241029_180424_v1,gpu,20,6.807,3.966,0.428,0.206,0.292
Recording_mixed_241029_180424_v2,spinnaker,11,5.199,3.861,0.5,0.204,0.2855
Recording_mixed_241029_180424_v2,gpu,20,8.831,6.132,0.502,0.204,0.3015
Recording_mixed_241029_180424_v3,spinnaker,11,4.961,3.668,0.545,0.204,0.285
Recording_mixed_241029_180424_v3,gpu,20,10.741,8.142,0.43,0.201,0.3285
Recording_mixed_241029_180424_v4,spinnaker,11,5.448,4.069,0.428,0.205,0.2865
Recording_mixed_241029_180424_v4,gpu,20,9.86,7.131,0.545,0.204,0.308
Recording_mixed_241029_180424_v5,spinnaker,10,5.11,3.826,0.542,0.205,0.282
Recording_mixed_241029_180424_v5,gpu,20,6.823,3.969,0.545,0.2,0.308
Recording_mixed_241029_181434_v1,spinnaker,13,5.076,2.808,0.621,0.297,0.0695
Recording_mixed_241029_181434_v1,gpu,19,6.624,2.334,0.499,0.297,0.0635
Recording_mixed_241029_181434_v2,spinnaker,12,5.009,2.703,0.497,0.297,0.0495
Recording_mixed_241029_181434_v2,gpu,20,6.34,2.015,0.62,0.297,0.0585
Recording_mixed_241029_181434_v3,spinnaker,13,5.226,2.851,0.499,0.297,0.0515
Recording_mixed_241029_181434_v3,gpu,20,6.594,2.224,0.498,0.297,0.063
Recording_mixed_241029_181434_v4,spinnaker,12,5.308,3.089,0.498,0.297,0.073
Recording_mixed_241029_181434_v4,gpu,19,6.563,2.249,0.522,0.297,0.063
Recording_mixed_241029_181434_v5,spinnaker,12,4.761,2.562,0.539,0.297,0.05
Recording_mixed_241029_181434_v5,gpu,20,7.059,2.819,0.539,0.297,0.0685
Recording_mixed_241029_180617_v1,spinnaker,10,4.101,2.417,0.671,0.269,0.0765
Recording_mixed_241029_180617_v1,gpu,19,5.656,1.842,0.676,0.27,0.084
Recording_mixed_241029_180617_v2,spinnaker,10,4.54,2.959,0.675,0.27,0.0955
Recording_mixed_241029_180617_v2,gpu,19,5.684,1.855,0.676,0.269,0.084
Recording_mixed_241029_180617_v3,spinnaker,10,4.012,2.439,0.674,0.269,0.0735
Recording_mixed_241029_180617_v3,gpu,19,5.483,1.666,0.665,0.269,0.0785
Recording_mixed_241029_180617_v4,spinnaker,10,4.099,2.367,0.675,0.27,0.076
Recording_mixed_241029_180617_v4,gpu,19,5.673,1.83,0.675,0.269,0.0835
Recording_mixed_241029_180617_v5,spinnaker,10,4.12,2.527,0.678,0.27,0.079
Recording_mixed_241029_180617_v5,gpu,19,6.085,2.241,0.674,0.27,0.0855
Recording_mixed_241029_181417_v1,spinnaker,10,4.298,2.54,0.531,0.276,0.097
Recording_mixed_241029_181417_v1,gpu,19,6.454,2.318,0.529,0.277,0.083
Recording_mixed_241029_181417_v2,spinnaker,10,4.157,2.411,0.527,0.277,0.1135
Recording_mixed_241029_181417_v2,gpu,19,6.524,2.425,0.529,0.276,0.083
Recording_mixed_241029_181417_v3,spinnaker,10,5.284,3.55,0.529,0.276,0.1515
Recording_mixed_241029_181417_v3,gpu,19,6.456,2.372,0.529,0.277,0.0825
Recording_mixed_241029_181417_v4,spinnaker,9,4.261,2.591,0.531,0.276,0.091
Recording_mixed_241029_181417_v4,gpu,19,6.066,2.012,0.531,0.277,0.0835
Recording_mixed_241029_181417_v5,spinnaker,10,4.21,2.396,0.529,0.277,0.091
Recording_mixed_241029_181417_v5,gpu,19,5.811,1.831,0.528,0.277,0.0825
Recording_mixed_241029_180319_v1,spinnaker,9,4.022,2.587,0.426,0.227,0.2025
Recording_mixed_241029_180319_v1,gpu,20,4.921,1.137,0.425,0.228,0.161
Recording_mixed_241029_180319_v2,spinnaker,10,4.303,2.805,0.427,0.228,0.2155
Recording_mixed_241029_180319_v2,gpu,20,4.833,1.132,0.426,0.228,0.1655
Recording_mixed_241029_180319_v3,spinnaker,9,4.056,2.588,0.426,0.228,0.2105
Recording_mixed_241029_180319_v3,gpu,19,4.785,1.185,0.439,0.228,0.159
Recording_mixed_241029_180319_v4,spinnaker,10,4.109,2.574,0.425,0.228,0.2045
Recording_mixed_241029_180319_v4,gpu,20,4.861,1.134,0.426,0.227,0.1665
Recording_mixed_241029_180319_v5,spinnaker,9,4.012,2.587,0.425,0.228,0.21
Recording_mixed_241029_180319_v5,gpu,20,5.602,1.951,0.427,0.228,0.1705
Recording_mixed_241029_180827_v1,spinnaker,10,5.706,3.986,0.633,0.279,0.112
Recording_mixed_241029_180827_v1,gpu,19,6.471,2.445,0.809,0.281,0.093
Recording_mixed_241029_180827_v2,spinnaker,10,7.269,5.617,0.782,0.281,0.1355
Recording_mixed_241029_180827_v2,gpu,19,6.549,2.505,0.784,0.281,0.098
Recording_mixed_241029_180827_v3,spinnaker,9,7.049,5.406,0.631,0.278,0.135
Recording_mixed_241029_180827_v3,gpu,19,6.395,2.321,0.805,0.281,0.0975
Recording_mixed_241029_180827_v4,spinnaker,10,5.612,3.813,0.807,0.281,0.113
Recording_mixed_241029_180827_v4,gpu,19,6.484,2.398,0.781,0.28,0.099
Recording_mixed_241029_180827_v5,spinnaker,10,7.275,5.505,0.782,0.28,0.1355
Recording_mixed_241029_180827_v5,gpu,19,6.397,2.382,0.807,0.281,0.097
Recording_mixed_241029_181522_v1,spinnaker,11,5.094,3.407,0.596,0.249,0.154
Recording_mixed_241029_181522_v1,gpu,19,5.827,2.428,0.599,0.249,0.1125
Recording_mixed_241029_181522_v2,spinnaker,11,4.923,3.462,0.597,0.25,0.157
Recording_mixed_241029_181522_v2,gpu,19,5.149,1.717,0.599,0.25,0.0875
Recording_mixed_241029_181522_v3,spinnaker,11,5.65,4.03,0.597,0.249,0.1915
Recording_mixed_241029_181522_v3,gpu,19,5.893,2.433,0.597,0.249,0.1135
Recording_mixed_241029_181522_v4,spinnaker,10,4.754,3.357,0.596,0.25,0.1475
Recording_mixed_241029_181522_v4,gpu,19,6.551,3.188,0.598,0.25,0.123
Recording_mixed_241029_181522_v5,spinnaker,11,5.468,3.932,0.596,0.249,0.1755
Recording_mixed_241029_181522_v5,gpu,19,6.403,3.122,0.597,0.25,0.1235
Recording_mixed_241029_181813_v1,spinnaker,11,2.788,1.953,1.035,0.154,0.256
Recording_mixed_241029_181813_v1,gpu,22,4.812,2.92,0.934,0.146,0.274
