board_id,chip_id,processor_id,vertex,SDRAM
11,0,16,f_cnn,14632
11,0,17,f_cnn,14632
12,0,1,"SYSTEM:PacketGatherer(0,12)",477250
12,0,2,SYSTEM:ExtraMonitor,488476
12,0,3,s_cnn,14632
12,0,4,s_cnn,14632
12,0,5,s_cnn,14632
12,0,6,s_cnn,14632
12,0,7,s_cnn,14632
12,0,8,s_cnn,14632
12,0,9,s_cnn,14632
12,0,10,s_cnn,14632
12,0,11,s_cnn,14632
12,0,12,s_cnn,14632
12,0,13,s_cnn,14632
12,0,14,s_cnn,14632
12,0,15,s_cnn,14632
12,0,16,s_cnn,14632
12,0,17,s_cnn,14632
13,0,1,SYSTEM:ExtraMonitor,488476
13,0,2,s_cnn,14632
13,0,3,s_cnn,14632
13,0,4,s_cnn,14632
13,0,5,s_cnn,14632
13,0,6,s_cnn,14632
13,0,7,s_cnn,14632
13,0,8,s_cnn,14632
13,0,9,s_cnn,14632
13,0,10,s_cnn,14632
13,0,11,s_cnn,14632
13,0,12,s_cnn,14632
13,0,13,s_cnn,14632
13,0,14,s_cnn,14632
13,0,15,s_cnn,14632
13,0,16,s_cnn,14632
13,0,17,s_cnn,14632
14,0,1,SYSTEM:ExtraMonitor,488476
14,0,2,s_cnn,14632
14,0,3,s_cnn,14632
14,0,4,s_cnn,14632
14,0,5,s_cnn,14632
14,0,6,s_cnn,14632
14,0,7,s_cnn,14632
14,0,8,s_cnn,14632
14,0,9,s_cnn,14632
14,0,10,s_cnn,14632
14,0,11,s_cnn,14632
14,0,12,s_cnn,14632
14,0,13,s_cnn,14632
14,0,14,s_cnn,14632
14,0,15,s_cnn,14632
14,0,16,s_cnn,14632
14,0,17,s_cnn,14632
15,0,1,SYSTEM:ExtraMonitor,488476
15,0,2,s_cnn,14632
15,0,3,s_cnn,14632
15,0,4,s_cnn,14632
15,0,5,s_cnn,14632
15,0,6,s_cnn,14632
15,0,7,s_cnn,14632
15,0,8,s_cnn,14632
15,0,9,s_cnn,14632
15,0,10,s_cnn,14632
15,0,11,s_cnn,14632
15,0,12,s_cnn,14632
15,0,13,s_cnn,14632
15,0,14,s_cnn,14632
15,0,15,s_cnn,14632
15,0,16,s_cnn,14632
15,0,17,s_cnn,14632
16,0,1,SYSTEM:ExtraMonitor,488476
16,0,2,f_cnn,14632
16,0,3,f_cnn,14632
16,0,4,f_cnn,14632
16,0,5,f_cnn,14632
16,0,6,f_cnn,14632
16,0,7,f_cnn,14632
16,0,8,f_cnn,14632
16,0,9,f_cnn,14632
16,0,10,f_cnn,14632
16,0,11,f_cnn,14632
16,0,12,f_cnn,14632
16,0,13,f_cnn,14632
16,0,14,f_cnn,14632
16,0,15,f_cnn,14632
16,0,16,f_cnn,14632
16,0,17,f_cnn,14632
17,0,1,SYSTEM:ExtraMonitor,488476
17,0,2,f_cnn,14632
17,0,3,f_cnn,14632
17,0,4,f_cnn,14632
17,0,5,f_cnn,14632
17,0,6,f_cnn,14632
17,0,7,f_cnn,14632
17,0,8,f_cnn,14632
17,0,9,f_cnn,14632
17,0,10,f_cnn,14632
17,0,11,f_cnn,14632
17,0,12,f_cnn,14632
17,0,13,f_cnn,14632
17,0,14,f_cnn,14632
17,0,15,f_cnn,14632
17,0,16,f_cnn,14632
17,0,17,f_cnn,14632
18,0,1,SYSTEM:ExtraMonitor,488476
18,0,2,f_cnn,14632
18,0,3,f_cnn,14632
18,0,4,f_cnn,14632
18,0,5,f_cnn,14632
18,0,6,f_cnn,14632
18,0,7,f_cnn,14632
18,0,8,f_cnn,14632
18,0,9,f_cnn,14632
18,0,10,f_cnn,14632
18,0,11,f_cnn,14632
18,0,12,f_cnn,14632
18,0,13,f_cnn,14632
18,0,14,f_cnn,14632
18,0,15,f_cnn,14632
18,0,16,f_cnn,14632
18,0,17,f_cnn,14632
19,0,1,SYSTEM:ExtraMonitor,488476
19,0,2,f_cnn,14632
19,0,3,f_cnn,14632
19,0,4,f_cnn,14632
19,0,5,f_cnn,14632
19,0,6,f_cnn,14632
19,0,7,f_cnn,14632
19,0,8,f_cnn,14632
19,0,9,f_cnn,14632
19,0,10,f_cnn,14632
19,0,11,f_cnn,14632
19,0,12,f_cnn,14632
19,0,13,f_cnn,14632
19,0,14,f_cnn,14632
19,0,15,f_cnn,14632
19,0,16,f_cnn,14632
19,0,17,f_cnn,14632
20,0,1,SYSTEM:ExtraMonitor,488476
20,0,2,f_cnn,14632
20,0,3,f_cnn,14632
20,0,4,f_cnn,14632
20,0,5,f_cnn,14632
20,0,6,f_cnn,14632
